17:40:18.757 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:19.472 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:19.592 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:19.712 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:19.832 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:19.952 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:20.072 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:20.192 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:20.312 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:20.432 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:20.552 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:20.672 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:20.792 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:20.912 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:21.032 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:21.152 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:21.272 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:21.392 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:21.512 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:21.632 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:21.752 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:21.872 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:21.992 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:22.111 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:22.232 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:22.352 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:22.472 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:22.592 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:22.712 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:22.832 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:22.952 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:23.072 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:23.192 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:23.312 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:23.432 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:23.551 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:23.671 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:23.792 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:23.912 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:24.032 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:24.152 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:24.271 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:24.391 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:24.511 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:24.631 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:24.752 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:24.872 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:24.992 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:25.112 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:25.232 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:25.351 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:25.471 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:25.591 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:25.711 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:25.831 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:25.951 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:26.071 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:26.191 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:26.311 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:26.431 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:26.551 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:26.672 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:26.792 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:26.912 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:27.032 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:27.152 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:27.271 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:27.391 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:27.512 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:27.632 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:27.752 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:27.872 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:27.992 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:28.111 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:28.232 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:28.352 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:28.472 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:28.596 > 4�q�
