23:34:51.749 > Stop |  | servo turn 90 degree | gripper off
23:35:41.172 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:41.292 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:41.411 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:41.531 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:41.651 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:41.771 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:41.891 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:42.011 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:42.131 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:42.251 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:42.371 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:42.491 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:42.611 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:42.731 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:42.851 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:42.972 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:43.091 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:43.211 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:43.331 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:43.451 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:43.571 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:43.691 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:43.811 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:43.931 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:44.051 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:44.171 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:44.291 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:44.411 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:44.531 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:44.651 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:44.771 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:44.891 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:45.011 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:45.131 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:45.251 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:45.371 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:45.491 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:45.611 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:45.731 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:45.853 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:45.971 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:46.091 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:46.211 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:46.331 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:46.451 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:46.571 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:46.691 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:46.811 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:46.931 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:47.051 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:47.171 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:47.291 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:47.411 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:47.531 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:47.651 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:47.771 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:47.891 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:48.011 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:48.131 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:48.251 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:48.371 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:48.491 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:48.611 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:48.731 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:48.851 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:48.971 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:49.091 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:49.211 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:49.331 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:49.451 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:49.571 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:49.691 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:49.811 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:49.931 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:50.051 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:50.171 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:50.291 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:50.411 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:50.531 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:50.651 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:50.771 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:50.891 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:51.011 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:51.131 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:51.251 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:51.371 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:51.491 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:51.611 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:51.731 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:51.851 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:51.971 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:52.091 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:52.211 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:52.331 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:52.451 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:52.571 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:52.691 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:52.811 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:52.931 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:53.051 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:53.171 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:53.291 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:53.411 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:53.531 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:53.651 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:53.771 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:53.891 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:54.011 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:54.131 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:54.251 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:54.371 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:54.491 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:54.611 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:54.731 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:54.851 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:54.971 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:55.091 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:55.211 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:55.331 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:55.451 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:55.571 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:55.691 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:55.811 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:55.931 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:56.051 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:56.171 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:56.291 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:56.411 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:56.531 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:56.651 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:56.771 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:56.891 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:57.011 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:57.131 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:57.251 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:57.371 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:57.491 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:57.611 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:57.731 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:57.851 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:57.971 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:58.091 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:58.211 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:58.331 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:58.451 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:58.571 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:58.691 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:58.811 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:58.931 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:59.051 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:59.171 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:59.291 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:59.411 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:59.531 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:59.651 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:59.771 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:35:59.891 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:00.011 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:00.131 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:00.251 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:00.371 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:00.491 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:00.611 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:00.731 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:00.851 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:00.971 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:01.091 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:01.211 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:01.331 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:01.451 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:01.571 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:01.691 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:01.811 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:01.931 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:02.051 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:02.171 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:02.291 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:02.411 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:02.531 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:02.651 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:02.771 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:02.891 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:03.011 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:03.131 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:03.251 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:03.371 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:03.491 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:03.611 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:03.731 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:03.851 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:03.971 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:04.091 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:04.211 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:04.331 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:04.450 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:04.571 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:04.691 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:04.811 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:04.931 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:05.051 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:05.171 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:05.291 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:05.411 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:05.531 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:05.651 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:05.771 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:05.891 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:06.011 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:06.131 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:06.251 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:06.370 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:06.490 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:06.611 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:36:06.731 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
